source,target
A boy passed a dog the sandwich beside the tree .,"* sandwich ( x _ 6 ) ; * tree ( x _ 9 ) ; boy ( x _ 1 ) AND pass . agent ( x _ 2 , x _ 1 ) AND pass . recipient ( x _ 2 , x _ 4 ) AND pass . theme ( x _ 2 , x _ 6 ) AND dog ( x _ 4 ) AND sandwich . nmod . beside ( x _ 6 , x _ 9 )"
A cake was given to Ava by Emma .,"cake ( x _ 1 ) AND give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Ava ) AND give . agent ( x _ 3 , Emma )"
The hamburger was thrown .,"* hamburger ( x _ 1 ) ; throw . theme ( x _ 3 , x _ 1 )"
A donut was poked by a passenger .,"donut ( x _ 1 ) AND poke . theme ( x _ 3 , x _ 1 ) AND poke . agent ( x _ 3 , x _ 6 ) AND passenger ( x _ 6 )"
Emma was sold a drink by Ava .,"sell . recipient ( x _ 2 , Emma ) AND sell . theme ( x _ 2 , x _ 4 ) AND sell . agent ( x _ 2 , Ava ) AND drink ( x _ 4 )"
Isabella sold a cake beside the table to a girl .,"* table ( x _ 6 ) ; sell . agent ( x _ 1 , Isabella ) AND sell . theme ( x _ 1 , x _ 3 ) AND sell . recipient ( x _ 1 , x _ 9 ) AND cake ( x _ 3 ) AND cake . nmod . beside ( x _ 3 , x _ 6 ) AND girl ( x _ 9 )"
A donut was grown .,"donut ( x _ 1 ) AND grow . theme ( x _ 3 , x _ 1 )"
The bird lended the pickle to a girl .,"* bird ( x _ 1 ) ; * pickle ( x _ 4 ) ; lend . agent ( x _ 2 , x _ 1 ) AND lend . theme ( x _ 2 , x _ 4 ) AND lend . recipient ( x _ 2 , x _ 7 ) AND girl ( x _ 7 )"
Alexander said that the boy dreamed to walk .,"* boy ( x _ 4 ) ; say . agent ( x _ 1 , Alexander ) AND say . ccomp ( x _ 1 , x _ 5 ) AND dream . agent ( x _ 5 , x _ 4 ) AND dream . xcomp ( x _ 5 , x _ 7 ) AND walk . agent ( x _ 7 , x _ 4 )"
A lion scoffed .,"lion ( x _ 1 ) AND scoff . agent ( x _ 2 , x _ 1 )"
A girl burned a doll in a room .,"girl ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 ) AND doll ( x _ 4 ) AND doll . nmod . in ( x _ 4 , x _ 7 ) AND room ( x _ 7 )"
The donut was promised to the duke .,"* donut ( x _ 1 ) ; * duke ( x _ 6 ) ; promise . theme ( x _ 3 , x _ 1 ) AND promise . recipient ( x _ 3 , x _ 6 )"
A box was grown by the driver .,"* driver ( x _ 6 ) ; box ( x _ 1 ) AND grow . theme ( x _ 3 , x _ 1 ) AND grow . agent ( x _ 3 , x _ 6 )"
Emma liked that the donut was offered to the bee by Sophia .,"* donut ( x _ 4 ) ; * bee ( x _ 9 ) ; like . agent ( x _ 1 , Emma ) AND like . ccomp ( x _ 1 , x _ 6 ) AND offer . theme ( x _ 6 , x _ 4 ) AND offer . recipient ( x _ 6 , x _ 9 ) AND offer . agent ( x _ 6 , Sophia )"
A monster grew .,"monster ( x _ 1 ) AND grow . theme ( x _ 2 , x _ 1 )"
Christopher ate a cake beside the bed .,"* bed ( x _ 6 ) ; eat . agent ( x _ 1 , Christopher ) AND eat . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . beside ( x _ 3 , x _ 6 )"
A box was rolled by Olivia .,"box ( x _ 1 ) AND roll . theme ( x _ 3 , x _ 1 ) AND roll . agent ( x _ 3 , Olivia )"
Hannah sold a cake to a president .,"sell . agent ( x _ 1 , Hannah ) AND sell . theme ( x _ 1 , x _ 3 ) AND sell . recipient ( x _ 1 , x _ 6 ) AND cake ( x _ 3 ) AND president ( x _ 6 )"
The tiger improved .,"* tiger ( x _ 1 ) ; improve . theme ( x _ 2 , x _ 1 )"
Emma sketched a passenger on the sheet .,"* sheet ( x _ 6 ) ; sketch . agent ( x _ 1 , Emma ) AND sketch . theme ( x _ 1 , x _ 3 ) AND passenger ( x _ 3 ) AND passenger . nmod . on ( x _ 3 , x _ 6 )"
Emma was given a sandwich beside the shoe .,"* shoe ( x _ 7 ) ; give . recipient ( x _ 2 , Emma ) AND give . theme ( x _ 2 , x _ 4 ) AND sandwich ( x _ 4 ) AND sandwich . nmod . beside ( x _ 4 , x _ 7 )"
Skylar tried to walk .,"try . agent ( x _ 1 , Skylar ) AND try . xcomp ( x _ 1 , x _ 3 ) AND walk . agent ( x _ 3 , Skylar )"
Emma split the ball in a pot .,"* ball ( x _ 3 ) ; split . agent ( x _ 1 , Emma ) AND split . theme ( x _ 1 , x _ 3 ) AND ball . nmod . in ( x _ 3 , x _ 6 ) AND pot ( x _ 6 )"
Emma liked a drink in a room .,"like . agent ( x _ 1 , Emma ) AND like . theme ( x _ 1 , x _ 3 ) AND drink ( x _ 3 ) AND drink . nmod . in ( x _ 3 , x _ 6 ) AND room ( x _ 6 )"
A girl snapped the cake on the chessboard .,"* cake ( x _ 4 ) ; * chessboard ( x _ 7 ) ; girl ( x _ 1 ) AND snap . agent ( x _ 2 , x _ 1 ) AND snap . theme ( x _ 2 , x _ 4 ) AND cake . nmod . on ( x _ 4 , x _ 7 )"
A pumpkin was liked by Liam .,"pumpkin ( x _ 1 ) AND like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , Liam )"
Emily hoped that the box froze .,"* box ( x _ 4 ) ; hope . agent ( x _ 1 , Emily ) AND hope . ccomp ( x _ 1 , x _ 5 ) AND freeze . theme ( x _ 5 , x _ 4 )"
The child passed the jacket in a car in a shoe to the penguin .,"* child ( x _ 1 ) ; * jacket ( x _ 4 ) ; * penguin ( x _ 13 ) ; pass . agent ( x _ 2 , x _ 1 ) AND pass . theme ( x _ 2 , x _ 4 ) AND pass . recipient ( x _ 2 , x _ 13 ) AND jacket . nmod . in ( x _ 4 , x _ 7 ) AND car ( x _ 7 ) AND car . nmod . in ( x _ 7 , x _ 10 ) AND shoe ( x _ 10 )"
The teacher needed to walk .,"* teacher ( x _ 1 ) ; need . agent ( x _ 2 , x _ 1 ) AND need . xcomp ( x _ 2 , x _ 4 ) AND walk . agent ( x _ 4 , x _ 1 )"
A raisin was packed .,"raisin ( x _ 1 ) AND pack . theme ( x _ 3 , x _ 1 )"
Emma gave Liam the cake in the dumpster on the computer .,"* cake ( x _ 4 ) ; * dumpster ( x _ 7 ) ; * computer ( x _ 10 ) ; give . agent ( x _ 1 , Emma ) AND give . recipient ( x _ 1 , Liam ) AND give . theme ( x _ 1 , x _ 4 ) AND cake . nmod . in ( x _ 4 , x _ 7 ) AND dumpster . nmod . on ( x _ 7 , x _ 10 )"
The cake was nursed by Elijah .,"* cake ( x _ 1 ) ; nurse . theme ( x _ 3 , x _ 1 ) AND nurse . agent ( x _ 3 , Elijah )"
A frog rolled the boy beside the vehicle .,"* boy ( x _ 4 ) ; * vehicle ( x _ 7 ) ; frog ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND boy . nmod . beside ( x _ 4 , x _ 7 )"
Emma froze the cake on the stage .,"* cake ( x _ 3 ) ; * stage ( x _ 6 ) ; freeze . agent ( x _ 1 , Emma ) AND freeze . theme ( x _ 1 , x _ 3 ) AND cake . nmod . on ( x _ 3 , x _ 6 )"
A dog rolled the cookie in the tin beside the table .,"* cookie ( x _ 4 ) ; * tin ( x _ 7 ) ; * table ( x _ 10 ) ; dog ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND cookie . nmod . in ( x _ 4 , x _ 7 ) AND tin . nmod . beside ( x _ 7 , x _ 10 )"
Samuel slid a yogurt in the room .,"* room ( x _ 6 ) ; slide . agent ( x _ 1 , Samuel ) AND slide . theme ( x _ 1 , x _ 3 ) AND yogurt ( x _ 3 ) AND yogurt . nmod . in ( x _ 3 , x _ 6 )"
The donut was burned by a lion .,"* donut ( x _ 1 ) ; burn . theme ( x _ 3 , x _ 1 ) AND burn . agent ( x _ 3 , x _ 6 ) AND lion ( x _ 6 )"
A lollipop was given to Emma .,"lollipop ( x _ 1 ) AND give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Emma )"
The frog tossed the game .,"* frog ( x _ 1 ) ; * game ( x _ 4 ) ; toss . agent ( x _ 2 , x _ 1 ) AND toss . theme ( x _ 2 , x _ 4 )"
The penguin ate James .,"* penguin ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , James )"
The cake was offered to the dog .,"* cake ( x _ 1 ) ; * dog ( x _ 6 ) ; offer . theme ( x _ 3 , x _ 1 ) AND offer . recipient ( x _ 3 , x _ 6 )"
A present was helped by Emma .,"present ( x _ 1 ) AND help . theme ( x _ 3 , x _ 1 ) AND help . agent ( x _ 3 , Emma )"
A dealer proved that the bunny held the cake .,"* bunny ( x _ 5 ) ; * cake ( x _ 8 ) ; dealer ( x _ 1 ) AND prove . agent ( x _ 2 , x _ 1 ) AND prove . ccomp ( x _ 2 , x _ 6 ) AND hold . agent ( x _ 6 , x _ 5 ) AND hold . theme ( x _ 6 , x _ 8 )"
A boy rented Noah a cake on a box .,"boy ( x _ 1 ) AND rent . agent ( x _ 2 , x _ 1 ) AND rent . recipient ( x _ 2 , Noah ) AND rent . theme ( x _ 2 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod . on ( x _ 5 , x _ 8 ) AND box ( x _ 8 )"
The cat cooked .,"* cat ( x _ 1 ) ; cook . agent ( x _ 2 , x _ 1 )"
The baby rolled the melon .,"* baby ( x _ 1 ) ; * melon ( x _ 4 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 )"
The cake was called by a child .,"* cake ( x _ 1 ) ; call . theme ( x _ 3 , x _ 1 ) AND call . agent ( x _ 3 , x _ 6 ) AND child ( x _ 6 )"
The coach valued Emma .,"* coach ( x _ 1 ) ; value . agent ( x _ 2 , x _ 1 ) AND value . theme ( x _ 2 , Emma )"
A girl was returned a cake .,"girl ( x _ 1 ) AND return . recipient ( x _ 3 , x _ 1 ) AND return . theme ( x _ 3 , x _ 5 ) AND cake ( x _ 5 )"
A cake was burned by the dog .,"* dog ( x _ 6 ) ; cake ( x _ 1 ) AND burn . theme ( x _ 3 , x _ 1 ) AND burn . agent ( x _ 3 , x _ 6 )"
A cake was slid by Elijah .,"cake ( x _ 1 ) AND slide . theme ( x _ 3 , x _ 1 ) AND slide . agent ( x _ 3 , Elijah )"
A muffin was eaten by a chicken .,"muffin ( x _ 1 ) AND eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , x _ 6 ) AND chicken ( x _ 6 )"
The donut was known by Charlotte .,"* donut ( x _ 1 ) ; know . theme ( x _ 3 , x _ 1 ) AND know . agent ( x _ 3 , Charlotte )"
The hammer was admired by a boy .,"* hammer ( x _ 1 ) ; admire . theme ( x _ 3 , x _ 1 ) AND admire . agent ( x _ 3 , x _ 6 ) AND boy ( x _ 6 )"
A muffin was rolled by the girl .,"* girl ( x _ 6 ) ; muffin ( x _ 1 ) AND roll . theme ( x _ 3 , x _ 1 ) AND roll . agent ( x _ 3 , x _ 6 )"
The girl liked that a chicken grew the molecule on the rock .,"* girl ( x _ 1 ) ; * molecule ( x _ 8 ) ; * rock ( x _ 11 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 6 ) AND chicken ( x _ 5 ) AND grow . agent ( x _ 6 , x _ 5 ) AND grow . theme ( x _ 6 , x _ 8 ) AND molecule . nmod . on ( x _ 8 , x _ 11 )"
The guest hoped to run .,"* guest ( x _ 1 ) ; hope . agent ( x _ 2 , x _ 1 ) AND hope . xcomp ( x _ 2 , x _ 4 ) AND run . agent ( x _ 4 , x _ 1 )"
A donut was rolled by Liam .,"donut ( x _ 1 ) AND roll . theme ( x _ 3 , x _ 1 ) AND roll . agent ( x _ 3 , Liam )"
The raisin was given to a girl .,"* raisin ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )"
Isabella painted .,"paint . agent ( x _ 1 , Isabella )"
The melon was rolled by Grace .,"* melon ( x _ 1 ) ; roll . theme ( x _ 3 , x _ 1 ) AND roll . agent ( x _ 3 , Grace )"
The boy rolled Zoe .,"* boy ( x _ 1 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , Zoe )"
A pen was painted by Jack .,"pen ( x _ 1 ) AND paint . theme ( x _ 3 , x _ 1 ) AND paint . agent ( x _ 3 , Jack )"
A tiger burned the cake .,"* cake ( x _ 4 ) ; tiger ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 )"
A game was offered to Emma by a girl .,"game ( x _ 1 ) AND offer . theme ( x _ 3 , x _ 1 ) AND offer . recipient ( x _ 3 , Emma ) AND offer . agent ( x _ 3 , x _ 8 ) AND girl ( x _ 8 )"
Samuel was passed the brick .,"* brick ( x _ 4 ) ; pass . recipient ( x _ 2 , Samuel ) AND pass . theme ( x _ 2 , x _ 4 )"
A melon was loved .,"melon ( x _ 1 ) AND love . theme ( x _ 3 , x _ 1 )"
A girl drew a rose on the stage .,"* stage ( x _ 7 ) ; girl ( x _ 1 ) AND draw . agent ( x _ 2 , x _ 1 ) AND draw . theme ( x _ 2 , x _ 4 ) AND rose ( x _ 4 ) AND rose . nmod . on ( x _ 4 , x _ 7 )"
The bird enlarged the hamburger on the table .,"* bird ( x _ 1 ) ; * hamburger ( x _ 4 ) ; * table ( x _ 7 ) ; enlarge . agent ( x _ 2 , x _ 1 ) AND enlarge . theme ( x _ 2 , x _ 4 ) AND hamburger . nmod . on ( x _ 4 , x _ 7 )"
The cake was given to the girl by Logan .,"* cake ( x _ 1 ) ; * girl ( x _ 6 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , x _ 6 ) AND give . agent ( x _ 3 , Logan )"
The scarf was poked by Noah .,"* scarf ( x _ 1 ) ; poke . theme ( x _ 3 , x _ 1 ) AND poke . agent ( x _ 3 , Noah )"
A cookie was observed .,"cookie ( x _ 1 ) AND observe . theme ( x _ 3 , x _ 1 )"
The pupil ate a brain on the table .,"* pupil ( x _ 1 ) ; * table ( x _ 7 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND brain ( x _ 4 ) AND brain . nmod . on ( x _ 4 , x _ 7 )"
A resident split .,"resident ( x _ 1 ) AND split . theme ( x _ 2 , x _ 1 )"
Olivia painted a girl in a dungeon .,"paint . agent ( x _ 1 , Olivia ) AND paint . theme ( x _ 1 , x _ 3 ) AND girl ( x _ 3 ) AND girl . nmod . in ( x _ 3 , x _ 6 ) AND dungeon ( x _ 6 )"
A molecule was slid .,"molecule ( x _ 1 ) AND slide . theme ( x _ 3 , x _ 1 )"
A bat was rolled by the baby .,"* baby ( x _ 6 ) ; bat ( x _ 1 ) AND roll . theme ( x _ 3 , x _ 1 ) AND roll . agent ( x _ 3 , x _ 6 )"
The boy offered Emma the cake .,"* boy ( x _ 1 ) ; * cake ( x _ 5 ) ; offer . agent ( x _ 2 , x _ 1 ) AND offer . recipient ( x _ 2 , Emma ) AND offer . theme ( x _ 2 , x _ 5 )"
Mia expected that a cake was dusted .,"expect . agent ( x _ 1 , Mia ) AND expect . ccomp ( x _ 1 , x _ 6 ) AND cake ( x _ 4 ) AND dust . theme ( x _ 6 , x _ 4 )"
A box was eaten by a monkey .,"box ( x _ 1 ) AND eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , x _ 6 ) AND monkey ( x _ 6 )"
The teacher sold the donut to a girl .,"* teacher ( x _ 1 ) ; * donut ( x _ 4 ) ; sell . agent ( x _ 2 , x _ 1 ) AND sell . theme ( x _ 2 , x _ 4 ) AND sell . recipient ( x _ 2 , x _ 7 ) AND girl ( x _ 7 )"
The jacket was broken by Liam .,"* jacket ( x _ 1 ) ; break . theme ( x _ 3 , x _ 1 ) AND break . agent ( x _ 3 , Liam )"
A child drew .,"child ( x _ 1 ) AND draw . agent ( x _ 2 , x _ 1 )"
A dog gave the lollipop beside a stage on the chair to the girl .,"* lollipop ( x _ 4 ) ; * chair ( x _ 10 ) ; * girl ( x _ 13 ) ; dog ( x _ 1 ) AND give . agent ( x _ 2 , x _ 1 ) AND give . theme ( x _ 2 , x _ 4 ) AND give . recipient ( x _ 2 , x _ 13 ) AND lollipop . nmod . beside ( x _ 4 , x _ 7 ) AND stage ( x _ 7 ) AND stage . nmod . on ( x _ 7 , x _ 10 )"
A rose was liked by Noah .,"rose ( x _ 1 ) AND like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , Noah )"
The cake was sold to Emma by Noah .,"* cake ( x _ 1 ) ; sell . theme ( x _ 3 , x _ 1 ) AND sell . recipient ( x _ 3 , Emma ) AND sell . agent ( x _ 3 , Noah )"
A mandarin was appreciated .,"mandarin ( x _ 1 ) AND appreciate . theme ( x _ 3 , x _ 1 )"
A dog needed to call .,"dog ( x _ 1 ) AND need . agent ( x _ 2 , x _ 1 ) AND need . xcomp ( x _ 2 , x _ 4 ) AND call . agent ( x _ 4 , x _ 1 )"
The rose was discovered .,"* rose ( x _ 1 ) ; discover . theme ( x _ 3 , x _ 1 )"
Emma returned Avery the glue in the refrigerator .,"* glue ( x _ 4 ) ; * refrigerator ( x _ 7 ) ; return . agent ( x _ 1 , Emma ) AND return . recipient ( x _ 1 , Avery ) AND return . theme ( x _ 1 , x _ 4 ) AND glue . nmod . in ( x _ 4 , x _ 7 )"
A dog was brought a cake beside the chair .,"* chair ( x _ 8 ) ; dog ( x _ 1 ) AND bring . recipient ( x _ 3 , x _ 1 ) AND bring . theme ( x _ 3 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod . beside ( x _ 5 , x _ 8 )"
A raisin was painted by the dog .,"* dog ( x _ 6 ) ; raisin ( x _ 1 ) AND paint . theme ( x _ 3 , x _ 1 ) AND paint . agent ( x _ 3 , x _ 6 )"
A gumball was found .,"gumball ( x _ 1 ) AND find . theme ( x _ 3 , x _ 1 )"
The child was given the rose by the director .,"* child ( x _ 1 ) ; * rose ( x _ 5 ) ; * director ( x _ 8 ) ; give . recipient ( x _ 3 , x _ 1 ) AND give . theme ( x _ 3 , x _ 5 ) AND give . agent ( x _ 3 , x _ 8 )"
The cake was given to a child by the boy .,"* cake ( x _ 1 ) ; * boy ( x _ 9 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , x _ 6 ) AND give . agent ( x _ 3 , x _ 9 ) AND child ( x _ 6 )"
A box was poked by Liam .,"box ( x _ 1 ) AND poke . theme ( x _ 3 , x _ 1 ) AND poke . agent ( x _ 3 , Liam )"
The frog awarded a cake beside the painting to a girl .,"* frog ( x _ 1 ) ; * painting ( x _ 7 ) ; award . agent ( x _ 2 , x _ 1 ) AND award . theme ( x _ 2 , x _ 4 ) AND award . recipient ( x _ 2 , x _ 10 ) AND cake ( x _ 4 ) AND cake . nmod . beside ( x _ 4 , x _ 7 ) AND girl ( x _ 10 )"
Aiden slid a dog .,"slide . agent ( x _ 1 , Aiden ) AND slide . theme ( x _ 1 , x _ 3 ) AND dog ( x _ 3 )"
A cookie was lended to the boy .,"* boy ( x _ 6 ) ; cookie ( x _ 1 ) AND lend . theme ( x _ 3 , x _ 1 ) AND lend . recipient ( x _ 3 , x _ 6 )"
The cookie was called by Emma .,"* cookie ( x _ 1 ) ; call . theme ( x _ 3 , x _ 1 ) AND call . agent ( x _ 3 , Emma )"
Ella liked that the donut was adored .,"* donut ( x _ 4 ) ; like . agent ( x _ 1 , Ella ) AND like . ccomp ( x _ 1 , x _ 6 ) AND adore . theme ( x _ 6 , x _ 4 )"
Emma was slipped a cake by a chicken .,"slip . recipient ( x _ 2 , Emma ) AND slip . theme ( x _ 2 , x _ 4 ) AND slip . agent ( x _ 2 , x _ 7 ) AND cake ( x _ 4 ) AND chicken ( x _ 7 )"
A donut was mailed to the girl .,"* girl ( x _ 6 ) ; donut ( x _ 1 ) AND mail . theme ( x _ 3 , x _ 1 ) AND mail . recipient ( x _ 3 , x _ 6 )"
Theodore cleaned the girl beside the machine .,"* girl ( x _ 3 ) ; * machine ( x _ 6 ) ; clean . agent ( x _ 1 , Theodore ) AND clean . theme ( x _ 1 , x _ 3 ) AND girl . nmod . beside ( x _ 3 , x _ 6 )"
A cake was given to Oliver by Aiden .,"cake ( x _ 1 ) AND give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Oliver ) AND give . agent ( x _ 3 , Aiden )"
Henry was offered the rose .,"* rose ( x _ 4 ) ; offer . recipient ( x _ 2 , Henry ) AND offer . theme ( x _ 2 , x _ 4 )"
A penny was collapsed by the monkey .,"* monkey ( x _ 6 ) ; penny ( x _ 1 ) AND collapse . theme ( x _ 3 , x _ 1 ) AND collapse . agent ( x _ 3 , x _ 6 )"
A girl burned Joseph .,"girl ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , Joseph )"
A girl froze .,"girl ( x _ 1 ) AND freeze . theme ( x _ 2 , x _ 1 )"
A potato was liked .,"potato ( x _ 1 ) AND like . theme ( x _ 3 , x _ 1 )"
Emma slipped Olivia the cake beside the table .,"* cake ( x _ 4 ) ; * table ( x _ 7 ) ; slip . agent ( x _ 1 , Emma ) AND slip . recipient ( x _ 1 , Olivia ) AND slip . theme ( x _ 1 , x _ 4 ) AND cake . nmod . beside ( x _ 4 , x _ 7 )"
The raisin was split .,"* raisin ( x _ 1 ) ; split . theme ( x _ 3 , x _ 1 )"
The doll doubled .,"* doll ( x _ 1 ) ; double . theme ( x _ 2 , x _ 1 )"
A drink was tolerated .,"drink ( x _ 1 ) AND tolerate . theme ( x _ 3 , x _ 1 )"
A banana was shortened .,"banana ( x _ 1 ) AND shorten . theme ( x _ 3 , x _ 1 )"
Logan mailed Stella the cake in the pile .,"* cake ( x _ 4 ) ; * pile ( x _ 7 ) ; mail . agent ( x _ 1 , Logan ) AND mail . recipient ( x _ 1 , Stella ) AND mail . theme ( x _ 1 , x _ 4 ) AND cake . nmod . in ( x _ 4 , x _ 7 )"
A balloon was lended to a boy by Liam .,"balloon ( x _ 1 ) AND lend . theme ( x _ 3 , x _ 1 ) AND lend . recipient ( x _ 3 , x _ 6 ) AND lend . agent ( x _ 3 , Liam ) AND boy ( x _ 6 )"
A girl offered the boy the ball in the room .,"* boy ( x _ 4 ) ; * ball ( x _ 6 ) ; * room ( x _ 9 ) ; girl ( x _ 1 ) AND offer . agent ( x _ 2 , x _ 1 ) AND offer . recipient ( x _ 2 , x _ 4 ) AND offer . theme ( x _ 2 , x _ 6 ) AND ball . nmod . in ( x _ 6 , x _ 9 )"
Emma said that a donut was liked .,"say . agent ( x _ 1 , Emma ) AND say . ccomp ( x _ 1 , x _ 6 ) AND donut ( x _ 4 ) AND like . theme ( x _ 6 , x _ 4 )"
The cake was dusted by a giraffe .,"* cake ( x _ 1 ) ; dust . theme ( x _ 3 , x _ 1 ) AND dust . agent ( x _ 3 , x _ 6 ) AND giraffe ( x _ 6 )"
Grace ate .,"eat . agent ( x _ 1 , Grace )"
The baby wanted to sneeze .,"* baby ( x _ 1 ) ; want . agent ( x _ 2 , x _ 1 ) AND want . xcomp ( x _ 2 , x _ 4 ) AND sneeze . agent ( x _ 4 , x _ 1 )"
A pancake was shortened .,"pancake ( x _ 1 ) AND shorten . theme ( x _ 3 , x _ 1 )"
The cloud was changed .,"* cloud ( x _ 1 ) ; change . theme ( x _ 3 , x _ 1 )"
A cake was drawn by Ava .,"cake ( x _ 1 ) AND draw . theme ( x _ 3 , x _ 1 ) AND draw . agent ( x _ 3 , Ava )"
Emma loaned the beer to Olivia .,"* beer ( x _ 3 ) ; loan . agent ( x _ 1 , Emma ) AND loan . theme ( x _ 1 , x _ 3 ) AND loan . recipient ( x _ 1 , Olivia )"
A girl poked a strawberry beside a bed .,"girl ( x _ 1 ) AND poke . agent ( x _ 2 , x _ 1 ) AND poke . theme ( x _ 2 , x _ 4 ) AND strawberry ( x _ 4 ) AND strawberry . nmod . beside ( x _ 4 , x _ 7 ) AND bed ( x _ 7 )"
Liam ate a strawberry on a table .,"eat . agent ( x _ 1 , Liam ) AND eat . theme ( x _ 1 , x _ 3 ) AND strawberry ( x _ 3 ) AND strawberry . nmod . on ( x _ 3 , x _ 6 ) AND table ( x _ 6 )"
A girl liked that Emma ate .,"girl ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 5 ) AND eat . agent ( x _ 5 , Emma )"
Olivia served a girl a raisin on a stage .,"serve . agent ( x _ 1 , Olivia ) AND serve . recipient ( x _ 1 , x _ 3 ) AND serve . theme ( x _ 1 , x _ 5 ) AND girl ( x _ 3 ) AND raisin ( x _ 5 ) AND raisin . nmod . on ( x _ 5 , x _ 8 ) AND stage ( x _ 8 )"
A donut was liked by the prisoner .,"* prisoner ( x _ 6 ) ; donut ( x _ 1 ) AND like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , x _ 6 )"
A cake was eaten by Anthony .,"cake ( x _ 1 ) AND eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , Anthony )"
Zoey ate .,"eat . agent ( x _ 1 , Zoey )"
A pickle was rolled .,"pickle ( x _ 1 ) AND roll . theme ( x _ 3 , x _ 1 )"
A bear loved a cake beside the bucket .,"* bucket ( x _ 7 ) ; bear ( x _ 1 ) AND love . agent ( x _ 2 , x _ 1 ) AND love . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod . beside ( x _ 4 , x _ 7 )"
The lawyer snapped the lion on a windowsill .,"* lawyer ( x _ 1 ) ; * lion ( x _ 4 ) ; snap . agent ( x _ 2 , x _ 1 ) AND snap . theme ( x _ 2 , x _ 4 ) AND lion . nmod . on ( x _ 4 , x _ 7 ) AND windowsill ( x _ 7 )"
The cake was promised to a chief .,"* cake ( x _ 1 ) ; promise . theme ( x _ 3 , x _ 1 ) AND promise . recipient ( x _ 3 , x _ 6 ) AND chief ( x _ 6 )"
A mirror was eaten by a cat .,"mirror ( x _ 1 ) AND eat . theme ( x _ 3 , x _ 1 ) AND eat . agent ( x _ 3 , x _ 6 ) AND cat ( x _ 6 )"
The pumpkin was handed to Leah .,"* pumpkin ( x _ 1 ) ; hand . theme ( x _ 3 , x _ 1 ) AND hand . recipient ( x _ 3 , Leah )"
The raisin was liked .,"* raisin ( x _ 1 ) ; like . theme ( x _ 3 , x _ 1 )"
Addison ate .,"eat . agent ( x _ 1 , Addison )"
The block was posted to Noah .,"* block ( x _ 1 ) ; post . theme ( x _ 3 , x _ 1 ) AND post . recipient ( x _ 3 , Noah )"
Sophia was promised the spoon in the stadium beside a cup by Christopher .,"* spoon ( x _ 4 ) ; * stadium ( x _ 7 ) ; promise . recipient ( x _ 2 , Sophia ) AND promise . theme ( x _ 2 , x _ 4 ) AND promise . agent ( x _ 2 , Christopher ) AND spoon . nmod . in ( x _ 4 , x _ 7 ) AND stadium . nmod . beside ( x _ 7 , x _ 10 ) AND cup ( x _ 10 )"
Aubrey noticed a cake on the table .,"* table ( x _ 6 ) ; notice . agent ( x _ 1 , Aubrey ) AND notice . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . on ( x _ 3 , x _ 6 )"
The cake was hunted by a cat .,"* cake ( x _ 1 ) ; hunt . theme ( x _ 3 , x _ 1 ) AND hunt . agent ( x _ 3 , x _ 6 ) AND cat ( x _ 6 )"
